Year,LOBBYIST_ID,EMPLOYER_ID,CLIENT_ID,LOBBYIST_SALUTATION,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,LOBBYIST_SUFFIX,EMPLOYER_NAME,CLIENT_NAME,Column A,CONTRIBUTION_ID,PERIOD_START,PERIOD_END,CONTRIBUTION_DATE,RECIPIENT,AMOUNT,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_LAST_NAME,CREATED_DATE,CONTRIBUTION_DATE3,recipient_surname,CLIENT.INDUSTRY,ORIGINAL.CLIENT.NAME
2015,26585,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3342,10854,2015-01-01,2015-03-31,2015-01-30,Citizens for Carrie Austin,500.00,26585,John,George,2015-07-22,2015-01-30,Austin,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,26585,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3378,10855,2015-01-01,2015-03-31,2015-01-30,Citizens for Pat O'Connor,250.00,26585,John,George,2015-07-22,2015-01-30,O'Connor,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,26585,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3389,10858,2015-04-01,2015-06-30,2015-06-10,Citizens for Alderman Reilly,1000.00,26585,John,George,2015-07-22,2015-06-10,Reilly,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,26585,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3402,10851,2015-01-01,2015-03-31,2015-03-13,Hopkins for Chicago,250.00,26585,John,George,2015-07-22,2015-03-13,Hopkins,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,26541,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3163,10811,2015-01-01,2015-03-31,2015-01-30,Citizens to Elect John Arena,250.00,26541,John,George,2015-07-21,2015-01-30,Arena,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,26541,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3177,10802,2015-01-01,2015-03-31,2015-03-10,Citizens for Reilly,500.00,26541,John,George,2015-07-21,2015-03-10,Reilly,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,26541,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3185,10804,2015-01-01,2015-03-31,2015-01-30,Citizens to Elect Emma Mitts,250.00,26541,John,George,2015-07-21,2015-01-30,Mitts,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,26541,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3194,10803,2015-01-01,2015-03-31,2015-02-09,Citizens for Danny Solis,500.00,26541,John,George,2015-07-21,2015-02-09,Solis,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,26541,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3218,10807,2015-01-01,2015-03-31,2015-03-13,Hopkins for Chicago,250.00,26541,John,George,2015-07-21,2015-03-13,Hopkins,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,26541,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3219,10808,2015-01-01,2015-03-31,2015-02-06,Citizens for Cappelman,500.00,26541,John,George,2015-07-21,2015-02-06,NA,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,26541,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3235,10805,2015-01-01,2015-03-31,2015-03-19,Preckwingle for President,500.00,26541,John,George,2015-07-21,2015-03-19,NA,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,26541,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3290,10806,2015-01-01,2015-03-31,2015-01-30,Citizens for Carrie Austin,500.00,26541,John,George,2015-07-21,2015-01-30,Austin,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,26541,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3311,10810,2015-01-01,2015-03-31,2015-01-30,Citizens to Elect Deborah Graham,250.00,26541,John,George,2015-07-21,2015-01-30,Graham,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,26541,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3338,10844,2015-04-01,2015-06-30,2015-06-10,Citizens for Alderman Reilly,1000.00,26541,John,George,2015-07-22,2015-06-10,Reilly,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,26541,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3350,10809,2015-01-01,2015-03-31,2015-03-19,Citizens to Re-elect John Pope,250.00,26541,John,George,2015-07-21,2015-03-19,Pope,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,26541,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3391,10801,2015-01-01,2015-03-31,2015-01-30,Citizens for Pat O'Connor,250.00,26541,John,George,2015-07-21,2015-01-30,O'Connor,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27876,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3733,11636,2015-07-01,2015-09-30,2015-08-15,Friends of Dorothy Brown,500.00,27876,John,George,2015-10-15,2015-08-15,Brown,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27876,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3734,11623,2015-01-01,2015-03-31,2015-03-10,Citizens for Reilly,500.00,27876,John,George,2015-10-15,2015-03-10,Reilly,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27876,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3736,11630,2015-01-01,2015-03-31,2015-01-30,Citizens for Carrie Austin,500.00,27876,John,George,2015-10-15,2015-01-30,Austin,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27876,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3741,11629,2015-01-01,2015-03-31,2015-03-19,Preckwingle for President,500.00,27876,John,George,2015-10-15,2015-03-19,NA,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27876,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3744,11622,2015-01-01,2015-03-31,2015-01-30,Citizens for Pat O'Connor,250.00,27876,John,George,2015-10-15,2015-01-30,O'Connor,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27876,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3746,11625,2015-01-01,2015-03-31,2015-03-19,Citizens to Re-elect John Pope,250.00,27876,John,George,2015-10-15,2015-03-19,Pope,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27876,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3747,11631,2015-01-01,2015-03-31,2015-01-30,Citizens to Elect Emma Mitts,250.00,27876,John,George,2015-10-15,2015-01-30,Mitts,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27876,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3748,11633,2015-04-01,2015-06-30,2015-06-10,Citizens for Alderman Reilly,1000.00,27876,John,George,2015-10-15,2015-06-10,Reilly,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27876,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3749,11626,2015-01-01,2015-03-31,2015-01-30,Citizens to Elect John Arena,250.00,27876,John,George,2015-10-15,2015-01-30,Arena,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27876,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3752,11627,2015-01-01,2015-03-31,2015-02-06,Citizens for Cappelman,500.00,27876,John,George,2015-10-15,2015-02-06,NA,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27876,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3755,11637,2015-07-01,2015-09-30,2015-09-15,Citizens for Deb Mell,500.00,27876,John,George,2015-10-15,2015-09-15,Mell,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27876,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3756,11632,2015-01-01,2015-03-31,2015-02-09,Citizens for Danny Solis,500.00,27876,John,George,2015-10-15,2015-02-09,Solis,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27876,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3759,11639,2015-07-01,2015-09-30,2015-09-15,Friends of Matt O'Shea,250.00,27876,John,George,2015-10-15,2015-09-15,O'Shea,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27876,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3760,11638,2015-07-01,2015-09-30,2015-09-15,23rd Ward Democratic Organization,500.00,27876,John,George,2015-10-15,2015-09-15,Zalewski,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27876,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3764,11628,2015-01-01,2015-03-31,2015-03-13,Hopkins for Chicago,250.00,27876,John,George,2015-10-15,2015-03-13,Hopkins,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27876,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3765,11624,2015-01-01,2015-03-31,2015-01-30,Citizens to Elect Deborah Graham,250.00,27876,John,George,2015-10-15,2015-01-30,Graham,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27883,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3735,11661,2015-01-01,2015-03-31,2015-03-13,Hopkins for Chicago,250.00,27883,John,George,2015-10-15,2015-03-13,Hopkins,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27883,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3737,11671,2015-01-01,2015-03-31,2015-01-30,Citizens to Elect Deborah Graham,250.00,27883,John,George,2015-10-15,2015-01-30,Graham,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27883,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3738,11665,2015-01-01,2015-03-31,2015-01-30,Citizens for Pat O'Connor,250.00,27883,John,George,2015-10-15,2015-01-30,O'Connor,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27883,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3742,11666,2015-01-01,2015-03-31,2015-01-30,Citizens to Elect Emma Mitts,250.00,27883,John,George,2015-10-15,2015-01-30,Mitts,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27883,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3743,11660,2015-04-01,2015-06-30,2015-06-10,Citizens for Alderman Reilly,1000.00,27883,John,George,2015-10-15,2015-06-10,Reilly,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27883,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3745,11663,2015-01-01,2015-03-31,2015-03-19,Citizens to Re-elect John Pope,250.00,27883,John,George,2015-10-15,2015-03-19,Pope,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27883,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3750,11670,2015-01-01,2015-03-31,2015-03-19,Preckwingle for President,500.00,27883,John,George,2015-10-15,2015-03-19,NA,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27883,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3751,11662,2015-01-01,2015-03-31,2015-01-30,Citizens to Elect John Arena,250.00,27883,John,George,2015-10-15,2015-01-30,Arena,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27883,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3753,11658,2015-07-01,2015-09-30,2015-09-15,Citizens for Deb Mell,500.00,27883,John,George,2015-10-15,2015-09-15,Mell,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27883,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3754,11664,2015-01-01,2015-03-31,2015-02-06,Citizens for Cappelman,500.00,27883,John,George,2015-10-15,2015-02-06,NA,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27883,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3757,11667,2015-01-01,2015-03-31,2015-02-09,Citizens for Danny Solis,500.00,27883,John,George,2015-10-15,2015-02-09,Solis,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27883,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3758,11668,2015-01-01,2015-03-31,2015-01-30,Citizens for Carrie Austin,500.00,27883,John,George,2015-10-15,2015-01-30,Austin,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27883,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3761,11656,2015-07-01,2015-09-30,2015-08-15,Friends of Dorothy Brown,500.00,27883,John,George,2015-10-15,2015-08-15,Brown,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27883,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3762,11657,2015-07-01,2015-09-30,2015-09-15,Friends of Matt O'Shea,250.00,27883,John,George,2015-10-15,2015-09-15,O'Shea,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27883,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3763,11669,2015-01-01,2015-03-31,2015-03-10,Citizens for Reilly,500.00,27883,John,George,2015-10-15,2015-03-10,Reilly,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,27883,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3767,11659,2015-07-01,2015-09-30,2015-09-15,23rd Ward Democratic Organization,500.00,27883,John,George,2015-10-15,2015-09-15,Zalewski,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3910,12046,2015-01-01,2015-03-31,2015-01-30,Citizens to Elect Emma Mitts,250.00,28501,John,George,2015-11-25,2015-01-30,Mitts,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3911,12041,2015-01-01,2015-03-31,2015-03-19,Preckwingle for President,500.00,28501,John,George,2015-11-25,2015-03-19,NA,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3912,12048,2015-01-01,2015-03-31,2015-03-10,Citizens for Reilly,500.00,28501,John,George,2015-11-25,2015-03-10,Reilly,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3913,12043,2015-01-01,2015-03-31,2015-02-09,Citizens for Danny Solis,500.00,28501,John,George,2015-11-25,2015-02-09,Solis,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3914,12042,2015-01-01,2015-03-31,2015-01-30,Citizens for Pat O'Connor,250.00,28501,John,George,2015-11-25,2015-01-30,O'Connor,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3915,12052,2015-04-01,2015-06-30,2015-06-10,Citizens for Alderman Reilly,1000.00,28501,John,George,2015-11-25,2015-06-10,Reilly,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3916,12051,2015-01-01,2015-03-31,2015-03-19,Citizens to Re-elect John Pope,250.00,28501,John,George,2015-11-25,2015-03-19,Pope,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3917,12054,2015-07-01,2015-09-30,2015-09-15,23rd Ward Democratic Organization,500.00,28501,John,George,2015-11-25,2015-09-15,Zalewski,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3918,12053,2015-07-01,2015-09-30,2015-09-15,Citizens for Deb Mell,500.00,28501,John,George,2015-11-25,2015-09-15,Mell,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3919,12050,2015-01-01,2015-03-31,2015-01-30,Citizens to Elect John Arena,250.00,28501,John,George,2015-11-25,2015-01-30,Arena,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3920,12056,2015-07-01,2015-09-30,2015-08-15,Friends of Dorothy Brown,500.00,28501,John,George,2015-11-25,2015-08-15,Brown,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3921,12049,2015-01-01,2015-03-31,2015-02-06,Citizens for Cappelman,500.00,28501,John,George,2015-11-25,2015-02-06,NA,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3922,12047,2015-01-01,2015-03-31,2015-01-30,Citizens to Elect Deborah Graham,250.00,28501,John,George,2015-11-25,2015-01-30,Graham,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3923,12044,2015-01-01,2015-03-31,2015-01-30,Citizens for Carrie Austin,500.00,28501,John,George,2015-11-25,2015-01-30,Austin,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3924,12045,2015-01-01,2015-03-31,2015-03-13,Hopkins for Chicago,250.00,28501,John,George,2015-11-25,2015-03-13,Hopkins,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",3925,12055,2015-07-01,2015-09-30,2015-09-15,Friends of Matt O'Shea,250.00,28501,John,George,2015-11-25,2015-09-15,O'Shea,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",4231,12942,2015-10-01,2015-12-31,2015-12-10,Citizens for Pat Dowell,500.00,28501,John,George,2016-01-29,2015-12-10,Dowell,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2015,28501,12111,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",4233,12941,2015-10-01,2015-12-31,2015-12-09,Hopkins for Chicago,500.00,28501,John,George,2016-01-29,2015-12-09,Hopkins,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,30623,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",4714,13762,2016-01-01,2016-03-31,2016-03-09,25th Ward Regular Democratic Organization,1500.00,30623,John,George,2016-04-25,2016-03-09,Solis,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,30623,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",4718,13761,2016-01-01,2016-03-31,2016-01-20,citizens for Reilly,1000.00,30623,John,George,2016-04-25,2016-01-20,Reilly,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,32861,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",4723,13881,2016-01-01,2016-03-31,2016-03-09,25th Ward Regular Democratic Organization,1500.00,32861,John,George,2016-05-03,2016-03-09,Solis,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,32861,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",4726,13882,2016-01-01,2016-03-31,2016-01-20,citizens for Reilly,1000.00,32861,John,George,2016-05-03,2016-01-20,Reilly,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,34101,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",4756,14101,2016-01-01,2016-03-31,2016-01-20,citizens for Reilly,1000.00,34101,John,George,2016-06-15,2016-01-20,Reilly,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,34101,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",4758,14102,2016-01-01,2016-03-31,2016-03-09,25th Ward Regular Democratic Organization,1500.00,34101,John,George,2016-06-15,2016-03-09,Solis,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,34101,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5003,15165,2016-04-01,2016-06-30,2016-05-17,Citizens for Reilly,1500.00,34101,John,George,2016-07-25,2016-05-17,Reilly,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,34101,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5004,15166,2016-04-01,2016-06-30,2016-05-23,Friends of George A Cardenas,250.00,34101,John,George,2016-07-25,2016-05-23,Cardenas,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,34101,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5005,15163,2016-04-01,2016-06-30,2016-05-09,Friends of Carrie M Austin,500.00,34101,John,George,2016-07-25,2016-05-09,Austin,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,34101,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5006,15164,2016-04-01,2016-06-30,2016-05-18,Preckwinkle for President,750.00,34101,John,George,2016-07-25,2016-05-18,Preckwinkle,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,34101,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5007,15161,2016-04-01,2016-06-30,2016-04-21,19th Ward Democratic Organization,250.00,34101,John,George,2016-07-25,2016-04-21,O'Shea,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,34101,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5008,15167,2016-04-01,2016-06-30,2016-05-24,Citizens for Deb Mell,300.00,34101,John,George,2016-07-25,2016-05-24,Mell,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,34101,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5009,15162,2016-04-01,2016-06-30,2016-05-09,Hopkins for Chicago,1000.00,34101,John,George,2016-07-25,2016-05-09,Hopkins,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,35741,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5026,15349,2016-01-01,2016-03-31,2016-03-09,25th Ward Regular Democratic Organization,1500.00,35741,John,George,2016-08-18,2016-03-09,Solis,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,35741,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5028,15348,2016-01-01,2016-03-31,2016-01-20,citizens for Reilly,1000.00,35741,John,George,2016-08-18,2016-01-20,Reilly,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,35741,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5030,15341,2016-04-01,2016-06-30,2016-05-09,Friends of Carrie M Austin,500.00,35741,John,George,2016-08-18,2016-05-09,Austin,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,35741,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5032,15342,2016-04-01,2016-06-30,2016-05-17,Citizens for Reilly,1500.00,35741,John,George,2016-08-18,2016-05-17,Reilly,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,35741,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5034,15343,2016-04-01,2016-06-30,2016-05-24,Citizens for Deb Mell,300.00,35741,John,George,2016-08-18,2016-05-24,Mell,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,35741,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5035,15345,2016-04-01,2016-06-30,2016-04-21,19th Ward Democratic Organization,250.00,35741,John,George,2016-08-18,2016-04-21,O'Shea,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,35741,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5037,15344,2016-04-01,2016-06-30,2016-05-09,Hopkins for Chicago,1000.00,35741,John,George,2016-08-18,2016-05-09,Hopkins,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,35741,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5038,15346,2016-04-01,2016-06-30,2016-05-23,Friends of George A Cardenas,250.00,35741,John,George,2016-08-18,2016-05-23,Cardenas,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,35741,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5042,15347,2016-04-01,2016-06-30,2016-05-18,Preckwinkle for President,750.00,35741,John,George,2016-08-18,2016-05-18,Preckwinkle,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,35742,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5024,15356,2016-04-01,2016-06-30,2016-04-21,19th Ward Democratic Organization,250.00,35742,John,George,2016-08-18,2016-04-21,O'Shea,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
2016,35742,10482,26842,Mr.,John,J,George,,"Schuyler, Roche & Crisham, P.C.","MAM, LLC",5025,15355,2016-04-01,2016-06-30,2016-05-24,Citizens for Deb Mell,300.00,35742,John,George,2016-08-18,2016-05-24,Mell,REAL ESTATE & CONSTRUCTION,"MAM, LLC"
